movieId;title;transacao_json;quantidade_itens
5504;Spy Kids 2: The Island of Lost Dreams (2002);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
5505;Good Girl, The (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
5507;xXx (2002);"[""avaliacao_baixa"", ""genero_acao"", ""genero_crime"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
5508;24 Hour Party People (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_musical"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
5524;Blue Crush (2002);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
5528;One Hour Photo (2002);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";5
5530;Simone (S1m0ne) (2002);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""genero_fantasia"", ""genero_ficcao_cientifica"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
5540;Clash of the Titans (1981);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_fantasia"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_baixa""]";7
5541;Hot Shots! (1991);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_guerra"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";7
5548;Down and Out in Beverly Hills (1986);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_baixa""]";4
5553;Stakeout (1987);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""genero_romance"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_baixa""]";7
5568;Johnny Dangerously (1984);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_baixa""]";4
5570;Thesis (Tesis) (1996);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
5572;Barbershop (2002);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
5573;Stealing Harvard (2002);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
5574;Transporter, The (2002);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_media""]";5
5577;Igby Goes Down (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
5582;Captain Ron (1992);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
5585;Ernest Scared Stupid (1991);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
5608;Das Experiment (Experiment, The) (2001);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";5
5617;Secretary (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
5618;Spirited Away (Sen to Chihiro no kamikakushi) (2001);"[""avaliacao_alta"", ""genero_animacao"", ""genero_aventura"", ""genero_fantasia"", ""periodo_2000_2009"", ""popularidade_alta""]";6
5620;Sweet Home Alabama (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
5621;Tuxedo, The (2002);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";5
5628;Wasabi (2001);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";8
5630;Red Dragon (2002);"[""avaliacao_media"", ""genero_crime"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
5632;Bloody Sunday (2002);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
5650;Strange Brew (1983);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_media""]";4
5665;Knockaround Guys (2002);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
5666;Rules of Attraction, The (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
5669;Bowling for Columbine (2002);"[""avaliacao_media"", ""genero_documentario"", ""periodo_2000_2009"", ""popularidade_alta""]";4
5673;Punch-Drunk Love (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
5679;Ring, The (2002);"[""avaliacao_media"", ""genero_misterio"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_media""]";6
5690;Grave of the Fireflies (Hotaru no haka) (1988);"[""avaliacao_alta"", ""genero_animacao"", ""genero_drama"", ""genero_guerra"", ""periodo_1970_1989"", ""popularidade_media""]";6
5693;Saturday Night Fever (1977);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_media""]";6
5747;Gallipoli (1981);"[""avaliacao_alta"", ""genero_drama"", ""genero_guerra"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
5782;Professional, The (Le professionnel) (1981);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_media""]";6
5784;Ghost Ship (2002);"[""avaliacao_baixa"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
5785;Jackass: The Movie (2002);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_documentario"", ""periodo_2000_2009"", ""popularidade_media""]";6
5791;Frida (2002);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
5792;Roger Dodger (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
5796;Casino Royale (1967);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""periodo_1950_1969"", ""popularidade_baixa""]";6
5803;I Spy (2002);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
5804;Santa Clause 2, The (2002);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_fantasia"", ""genero_infantil"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
5810;8 Mile (2002);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";4
5812;Far from Heaven (2002);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
5816;Harry Potter and the Chamber of Secrets (2002);"[""avaliacao_media"", ""genero_aventura"", ""genero_fantasia"", ""periodo_2000_2009"", ""popularidade_alta""]";5
5872;Die Another Day (2002);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
5874;Friday After Next (2002);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
5876;Quiet American, The (2002);"[""avaliacao_media"", ""genero_drama"", ""genero_guerra"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
5878;Talk to Her (Hable con Ella) (2002);"[""avaliacao_alta"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
5881;Solaris (2002);"[""avaliacao_media"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
5882;Treasure Planet (2002);"[""avaliacao_media"", ""genero_animacao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_baixa""]";8
5900;Analyze That (2002);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
5902;Adaptation (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
5903;Equilibrium (2002);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
5909;Visitor Q (Bizita Q) (2001);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
5941;Drumline (2002);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""genero_musical"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
5942;Hot Chick, The (2002);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
5943;Maid in Manhattan (2002);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
5944;Star Trek: Nemesis (2002);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
5945;About Schmidt (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
5952;Lord of the Rings: The Two Towers, The (2002);"[""avaliacao_alta"", ""genero_aventura"", ""genero_fantasia"", ""periodo_2000_2009"", ""popularidade_alta""]";5
5954;25th Hour (2002);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
5955;Antwone Fisher (2002);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
5956;Gangs of New York (2002);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_alta""]";5
5957;Two Weeks Notice (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
5959;Narc (2002);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
5970;My Girl (1991);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";6
5971;My Neighbor Totoro (Tonari no Totoro) (1988);"[""avaliacao_media"", ""genero_animacao"", ""genero_drama"", ""genero_fantasia"", ""genero_infantil"", ""periodo_1970_1989"", ""popularidade_media""]";7
5989;Catch Me If You Can (2002);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_alta""]";5
5991;Chicago (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""genero_drama"", ""genero_musical"", ""periodo_2000_2009"", ""popularidade_media""]";7
5992;Hours, The (2002);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
5993;Max (2002);"[""avaliacao_baixa"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
5995;Pianist, The (2002);"[""avaliacao_alta"", ""genero_drama"", ""genero_guerra"", ""periodo_2000_2009"", ""popularidade_media""]";5
6001;King of Comedy, The (1983);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
6003;Confessions of a Dangerous Mind (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
6006;Just Married (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
6014;National Security (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
6016;City of God (Cidade de Deus) (2002);"[""avaliacao_alta"", ""genero_acao"", ""genero_aventura"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_alta""]";8
6025;CB4 - The Movie (1993);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
6058;Final Destination 2 (2003);"[""avaliacao_media"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_media""]";5
6059;Recruit, The (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";5
6062;Lost in La Mancha (2002);"[""avaliacao_media"", ""genero_documentario"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6104;Monty Python Live at the Hollywood Bowl (1982);"[""avaliacao_alta"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_baixa""]";4
6155;How to Lose a Guy in 10 Days (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
6156;Shanghai Knights (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";6
6157;Daredevil (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_media""]";5
6166;Dennis the Menace (1993);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
6187;Life of David Gale, The (2003);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
6188;Old School (2003);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";4
6212;Bringing Down the House (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6213;Tears of the Sun (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
6214;Irreversible (Irréversible) (2002);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
6218;Bend It Like Beckham (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
6238;Green Card (1990);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
6242;Ringu (Ring) (1998);"[""avaliacao_media"", ""genero_misterio"", ""genero_suspense"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_media""]";6
6250;Dreamcatcher (2003);"[""avaliacao_baixa"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
6264;Core, The (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
6266;What a Girl Wants (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
6281;Phone Booth (2002);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";5
6283;Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001);"[""avaliacao_media"", ""genero_acao"", ""genero_animacao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
6287;Anger Management (2003);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";4
6290;House of 1000 Corpses (2003);"[""avaliacao_baixa"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6294;Bulletproof Monk (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""periodo_2000_2009"", ""popularidade_media""]";6
6296;Mighty Wind, A (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_musical"", ""periodo_2000_2009"", ""popularidade_media""]";5
6297;Holes (2003);"[""avaliacao_media"", ""genero_aventura"", ""genero_comedia"", ""genero_infantil"", ""genero_misterio"", ""periodo_2000_2009"", ""popularidade_media""]";7
6299;Winged Migration (Peuple migrateur, Le) (2001);"[""avaliacao_media"", ""genero_documentario"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6301;Straw Dogs (1971);"[""avaliacao_alta"", ""genero_drama"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
6303;Andromeda Strain, The (1971);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_misterio"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
6305;Fahrenheit 451 (1966);"[""avaliacao_media"", ""genero_drama"", ""genero_ficcao_cientifica"", ""periodo_1950_1969"", ""popularidade_media""]";5
6322;Confidence (2003);"[""avaliacao_baixa"", ""genero_crime"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
6323;Identity (2003);"[""avaliacao_media"", ""genero_crime"", ""genero_misterio"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_media""]";7
6331;Spellbound (2002);"[""avaliacao_media"", ""genero_documentario"", ""periodo_2000_2009"", ""popularidade_media""]";4
6333;X2: X-Men United (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_alta""]";7
6338;Daddy Day Care (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
6350;Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986);"[""avaliacao_alta"", ""genero_acao"", ""genero_animacao"", ""genero_aventura"", ""genero_fantasia"", ""genero_ficcao_cientifica"", ""genero_infantil"", ""periodo_1970_1989"", ""popularidade_media""]";9
6365;Matrix Reloaded, The (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_alta""]";8
6367;Down with Love (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
6370;Spanish Apartment, The (L'auberge espagnole) (2002);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
6373;Bruce Almighty (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_fantasia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_alta""]";7
6377;Finding Nemo (2003);"[""avaliacao_media"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_alta""]";7
6378;Italian Job, The (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_alta""]";5
6380;Capturing the Friedmans (2003);"[""avaliacao_media"", ""genero_documentario"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6383;2 Fast 2 Furious (Fast and the Furious 2, The) (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_crime"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
6385;Whale Rider (2002);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";4
6440;Barton Fink (1991);"[""avaliacao_alta"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";5
6460;Trial, The (Procès, Le) (1962);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_baixa""]";4
6461;Unforgiven, The (1960);"[""avaliacao_media"", ""genero_drama"", ""genero_faroeste"", ""periodo_1950_1969"", ""popularidade_baixa""]";5
6482;Dumb and Dumberer: When Harry Met Lloyd (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";4
6484;Hollywood Homicide (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_crime"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
6502;28 Days Later (2002);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_alta""]";6
6503;Charlie's Angels: Full Throttle (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_crime"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";8
6534;Hulk (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""periodo_2000_2009"", ""popularidade_media""]";6
6535;Legally Blonde 2: Red, White & Blonde (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";4
6536;Sinbad: Legend of the Seven Seas (2003);"[""avaliacao_media"", ""genero_animacao"", ""genero_aventura"", ""genero_fantasia"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
6537;Terminator 3: Rise of the Machines (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""periodo_2000_2009"", ""popularidade_media""]";6
6538;Swimming Pool (2003);"[""avaliacao_media"", ""genero_drama"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
6539;Pirates of the Caribbean: The Curse of the Black Pearl (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""periodo_2000_2009"", ""popularidade_alta""]";7
6541;League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_fantasia"", ""genero_ficcao_cientifica"", ""periodo_2000_2009"", ""popularidade_media""]";6
6548;Bad Boys II (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
6550;Johnny English (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
6552;Dirty Pretty Things (2002);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
6564;Lara Croft Tomb Raider: The Cradle of Life (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_romance"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";8
6565;Seabiscuit (2003);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";4
6586;American Wedding (American Pie 3) (2003);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";4
6591;Magdalene Sisters, The (2002);"[""avaliacao_alta"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6593;Freaky Friday (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_fantasia"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_media""]";6
6595;S.W.A.T. (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";5
6615;Freddy vs. Jason (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
6617;Open Range (2003);"[""avaliacao_media"", ""genero_faroeste"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6618;Shaolin Soccer (Siu lam juk kau) (2001);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";5
6619;Uptown Girls (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6620;American Splendor (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
6624;Agent Cody Banks (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_fantasia"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
6639;Wait Until Dark (1967);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_1950_1969"", ""popularidade_baixa""]";5
6645;THX 1138 (1971);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""genero_ficcao_cientifica"", ""periodo_1970_1989"", ""popularidade_baixa""]";7
6659;Tremors (1990);"[""avaliacao_media"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_media""]";6
6662;Pink Panther, The (1963);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""periodo_1950_1969"", ""popularidade_media""]";5
6663;Pink Panther Strikes Again, The (1976);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
6664;Commando (1985);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
6666;Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""genero_fantasia"", ""periodo_1970_1989"", ""popularidade_baixa""]";6
6669;Ikiru (1952);"[""avaliacao_media"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_baixa""]";4
6686;Medallion, The (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""genero_fantasia"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
6702;Dickie Roberts: Former Child Star (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6707;Cabin Fever (2002);"[""avaliacao_baixa"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
6708;Matchstick Men (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";6
6709;Once Upon a Time in Mexico (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_crime"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
6711;Lost in Translation (2003);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_alta""]";6
6713;Millennium Actress (Sennen joyû) (2001);"[""avaliacao_media"", ""genero_animacao"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
6721;Once Upon a Time in China (Wong Fei Hung) (1991);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
6724;Paper Moon (1973);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_baixa""]";6
